Td 	 Time	ELECTRICITY	GASOLINE	DIESEL	BIOETHANOL	BIODIESEL	LFO	NG	SLF	SNG	WOOD	WET_BIOMASS	COAL	URANIUM	WASTE	H2	ELEC_EXPORT	CO2_EMISSIONS	RES_WIND	RES_SOLAR	RES_HYDRO	RES_GEO	CO2_ATM	CO2_INDUSTRY	CO2_CAPTURED	NUCLEAR	CCGT	COAL_US	COAL_IGCC	PV	WIND_ONSHORE	WIND_OFFSHORE	HYDRO_RIVER	GEOTHERMAL	IND_COGEN_GAS	IND_COGEN_WOOD	IND_COGEN_WASTE	IND_BOILER_GAS	IND_BOILER_WOOD	IND_BOILER_OIL	IND_BOILER_COAL	IND_BOILER_WASTE	IND_DIRECT_ELEC	DHN_HP_ELEC	DHN_COGEN_GAS	DHN_COGEN_WOOD	DHN_COGEN_WET_BIOMASS	DHN_COGEN_BIO_HYDROLYSIS	DHN_COGEN_WASTE	DHN_BOILER_GAS	DHN_BOILER_WOOD	DHN_BOILER_OIL	DHN_DEEP_GEO	DHN_SOLAR	DEC_HP_ELEC	DEC_THHP_GAS	DEC_COGEN_GAS	DEC_COGEN_OIL	DEC_ADVCOGEN_GAS	DEC_ADVCOGEN_H2	DEC_BOILER_GAS	DEC_BOILER_WOOD	DEC_BOILER_OIL	DEC_SOLAR	DEC_DIRECT_ELEC	TRAMWAY_TROLLEY	BUS_COACH_DIESEL	BUS_COACH_HYDIESEL	BUS_COACH_CNG_STOICH	BUS_COACH_FC_HYBRIDH2	TRAIN_PUB	CAR_GASOLINE	CAR_DIESEL	CAR_NG	CAR_HEV	CAR_PHEV	CAR_BEV	CAR_FUEL_CELL	TRAIN_FREIGHT	BOAT_FREIGHT_DIESEL	BOAT_FREIGHT_NG	TRUCK_DIESEL	TRUCK_FUEL_CELL	TRUCK_NG	TRUCK_ELEC	NON_ENERGY_OIL	NON_ENERGY_NG	EFFICIENCY	DHN	GRID	MOTORWAYS	ROADS	RAILWAYS	H2_ELECTROLYSIS	H2_NG	H2_BIOMASS	GASIFICATION_SNG	PYROLYSIS	ATM_CCS	INDUSTRY_CCS	SYN_METHANOLATION	SYN_METHANATION	BIOMETHANATION	BIO_HYDROLYSIS	METHANE_TO_METHANOL	SLF_TO_DIESEL	SLF_TO_GASOLINE	SLF_TO_LFO	PHS_Pin	PHS_Pout	BATT_LI_Pin	BATT_LI_Pout	BEV_BATT_Pin	BEV_BATT_Pout	PHEV_BATT_Pin	PHEV_BATT_Pout	TS_DEC_HP_ELEC_Pin	TS_DEC_HP_ELEC_Pout	TS_DEC_DIRECT_ELEC_Pin	TS_DEC_DIRECT_ELEC_Pout	TS_DHN_DAILY_Pin	TS_DHN_DAILY_Pout	TS_DHN_SEASONAL_Pin	TS_DHN_SEASONAL_Pout	TS_DEC_THHP_GAS_Pin	TS_DEC_THHP_GAS_Pout	TS_DEC_COGEN_GAS_Pin	TS_DEC_COGEN_GAS_Pout	TS_DEC_COGEN_OIL_Pin	TS_DEC_COGEN_OIL_Pout	TS_DEC_ADVCOGEN_GAS_Pin	TS_DEC_ADVCOGEN_GAS_Pout	TS_DEC_ADVCOGEN_H2_Pin	TS_DEC_ADVCOGEN_H2_Pout	TS_DEC_BOILER_GAS_Pin	TS_DEC_BOILER_GAS_Pout	TS_DEC_BOILER_WOOD_Pin	TS_DEC_BOILER_WOOD_Pout	TS_DEC_BOILER_OIL_Pin	TS_DEC_BOILER_OIL_Pout	TS_HIGH_TEMP_Pin	TS_HIGH_TEMP_Pout	SEASONAL_NG_Pin	SEASONAL_NG_Pout	SEASONAL_H2_Pin	SEASONAL_H2_Pout	CO2_STORAGE_Pin	CO2_STORAGE_Pout	SLF_STO_Pin	SLF_STO_Pout	END_USE	
 1 	 1						21.121415																																	-1.965769												0.000000											-19.155646																																																																																								0.000000	
 1 	 2						21.237084																																	-1.965769												0.000000											-19.271315																																																																																								0.000000	
 1 	 3						20.436797																																	-1.049812												0.000000											-19.386985																																																																																								0.000000	
 1 	 4						21.468423																																	-1.965769												0.000000											-19.502654																																																																																								0.000000	
 1 	 5						21.584092																																	-1.965769												0.000000											-19.618323																																																																																								0.000000	
 1 	 6						21.699761																																	-1.965769												0.000000											-19.733992																																																																																								0.000000	
 1 	 7						21.584092																																	-1.965769												0.000000											-19.618323																																																																																								0.000000	
 1 	 8						21.468423																																	-1.965769												0.000000											-19.502654																																																																																								0.000000	
 1 	 9						20.543137																																	-1.965769												0.000000											-18.577368																																																																																								0.000000	
 1 	 10						19.849122																																	-1.965769												0.000000											-17.883353																																																																																								0.000000	
 1 	 11						18.923768																																	-1.965769												0.000000											-16.957999																																																																																								0.000000	
 1 	 12						18.114124																																	-1.965769												0.000000											-16.148355																																																																																								0.000000	
 1 	 13						17.304393																																	-1.965769												0.000000											-15.338624																																																																																								0.000000	
 1 	 14						16.610341																																	-1.965769												0.000000											-14.644572																																																																																								0.000000	
 1 	 15						16.263415																																	-1.965769												0.000000											-14.297646																																																																																								0.000000	
 1 	 16						16.263458																																	-1.965769												0.000000											-14.297689																																																																																								0.000000	
 1 	 17						16.610452																																	-1.965769												0.000000											-14.644683																																																																																								0.000000	
 1 	 18						17.188798																																	-1.965769												0.000000											-15.223029																																																																																								0.000000	
 1 	 19						17.882813																																	-1.965769												0.000000											-15.917044																																																																																								0.000000	
 1 	 20						18.345490																																	-1.965769												0.000000											-16.379721																																																																																								0.000000	
 1 	 21						18.692498																																	-1.965769												0.000000											-16.726729																																																																																								0.000000	
 1 	 22						19.155107																																	-1.965769												0.000000											-17.189338																																																																																								0.000000	
 1 	 23						19.617783																																	-1.965769												0.000000											-17.652015																																																																																								0.000000	
 1 	 24						19.164504																																	-1.049812												0.000000											-18.114691																																																																																								0.000000	
 2 	 1						13.293038																																	-1.077272												0.000000											-12.215766																																																																																								0.000000	
 2 	 2						14.412805																																	-1.965769												0.000000											-12.447036																																																																																								0.000000	
 2 	 3						14.528474																																	-1.965769												0.000000											-12.562705																																																																																								0.000000	
 2 	 4						14.759813																																	-1.965769												0.000000											-12.794044																																																																																								0.000000	
 2 	 5						14.875482																																	-1.965769												0.000000											-12.909713																																																																																								0.000000	
 2 	 6						14.528474																																	-1.965769												0.000000											-12.562705																																																																																								0.000000	
 2 	 7						13.140470																																	-1.965769												0.000000											-11.174701																																																																																								0.000000	
 2 	 8						11.405409																																	-1.965769												0.000000											-9.439640																																																																																								0.000000	
 2 	 9						9.554656																																	-1.965769												0.000000											-7.588887																																																																																								0.000000	
 2 	 10						7.935260																																	-1.965769												0.000000											-5.969491																																																																																								0.000000	
 2 	 11						6.431558																																	-1.965769												0.000000											-4.465789																																																																																								0.000000	
 2 	 12						5.159250																																	-1.965769												0.000000											-3.193481																																																																																								0.000000	
 2 	 13						4.118148																																	-1.965769												0.000000											-2.152379																																																																																								0.000000	
 2 	 14						3.886950																																	-1.965769												0.000000											-1.921181																																																																																								0.000000	
 2 	 15						3.886914																																	-1.965769												0.000000											-1.921145																																																																																								0.000000	
 2 	 16						3.886829																																	-1.965769												0.000000											-1.921060																																																																																								0.000000	
 2 	 17						3.887013																																	-1.965769												0.000000											-1.921245																																																																																								0.000000	
 2 	 18						4.234149																																	-1.965769												0.000000											-2.268380																																																																																								0.000000	
 2 	 19						5.390900																																	-1.965769												0.000000											-3.425131																																																																																								0.000000	
 2 	 20						6.663227																																	-1.965769												0.000000											-4.697458																																																																																								0.000000	
