Td 	 Time	ELECTRICITY	GASOLINE	DIESEL	BIOETHANOL	BIODIESEL	LFO	NG	SLF	SNG	WOOD	WET_BIOMASS	COAL	URANIUM	WASTE	H2	ELEC_EXPORT	CO2_EMISSIONS	RES_WIND	RES_SOLAR	RES_HYDRO	RES_GEO	CO2_ATM	CO2_INDUSTRY	CO2_CAPTURED	NUCLEAR	CCGT	COAL_US	COAL_IGCC	PV	WIND_ONSHORE	WIND_OFFSHORE	HYDRO_RIVER	GEOTHERMAL	IND_COGEN_GAS	IND_COGEN_WOOD	IND_COGEN_WASTE	IND_BOILER_GAS	IND_BOILER_WOOD	IND_BOILER_OIL	IND_BOILER_COAL	IND_BOILER_WASTE	IND_DIRECT_ELEC	DHN_HP_ELEC	DHN_COGEN_GAS	DHN_COGEN_WOOD	DHN_COGEN_WET_BIOMASS	DHN_COGEN_BIO_HYDROLYSIS	DHN_COGEN_WASTE	DHN_BOILER_GAS	DHN_BOILER_WOOD	DHN_BOILER_OIL	DHN_DEEP_GEO	DHN_SOLAR	DEC_HP_ELEC	DEC_THHP_GAS	DEC_COGEN_GAS	DEC_COGEN_OIL	DEC_ADVCOGEN_GAS	DEC_ADVCOGEN_H2	DEC_BOILER_GAS	DEC_BOILER_WOOD	DEC_BOILER_OIL	DEC_SOLAR	DEC_DIRECT_ELEC	TRAMWAY_TROLLEY	BUS_COACH_DIESEL	BUS_COACH_HYDIESEL	BUS_COACH_CNG_STOICH	BUS_COACH_FC_HYBRIDH2	TRAIN_PUB	CAR_GASOLINE	CAR_DIESEL	CAR_NG	CAR_HEV	CAR_PHEV	CAR_BEV	CAR_FUEL_CELL	TRAIN_FREIGHT	BOAT_FREIGHT_DIESEL	BOAT_FREIGHT_NG	TRUCK_DIESEL	TRUCK_FUEL_CELL	TRUCK_NG	TRUCK_ELEC	NON_ENERGY_OIL	NON_ENERGY_NG	EFFICIENCY	DHN	GRID	MOTORWAYS	ROADS	RAILWAYS	H2_ELECTROLYSIS	H2_NG	H2_BIOMASS	GASIFICATION_SNG	PYROLYSIS	ATM_CCS	INDUSTRY_CCS	SYN_METHANOLATION	SYN_METHANATION	BIOMETHANATION	BIO_HYDROLYSIS	METHANE_TO_METHANOL	SLF_TO_DIESEL	SLF_TO_GASOLINE	SLF_TO_LFO	PHS_Pin	PHS_Pout	BATT_LI_Pin	BATT_LI_Pout	BEV_BATT_Pin	BEV_BATT_Pout	PHEV_BATT_Pin	PHEV_BATT_Pout	TS_DEC_HP_ELEC_Pin	TS_DEC_HP_ELEC_Pout	TS_DEC_DIRECT_ELEC_Pin	TS_DEC_DIRECT_ELEC_Pout	TS_DHN_DAILY_Pin	TS_DHN_DAILY_Pout	TS_DHN_SEASONAL_Pin	TS_DHN_SEASONAL_Pout	TS_DEC_THHP_GAS_Pin	TS_DEC_THHP_GAS_Pout	TS_DEC_COGEN_GAS_Pin	TS_DEC_COGEN_GAS_Pout	TS_DEC_COGEN_OIL_Pin	TS_DEC_COGEN_OIL_Pout	TS_DEC_ADVCOGEN_GAS_Pin	TS_DEC_ADVCOGEN_GAS_Pout	TS_DEC_ADVCOGEN_H2_Pin	TS_DEC_ADVCOGEN_H2_Pout	TS_DEC_BOILER_GAS_Pin	TS_DEC_BOILER_GAS_Pout	TS_DEC_BOILER_WOOD_Pin	TS_DEC_BOILER_WOOD_Pout	TS_DEC_BOILER_OIL_Pin	TS_DEC_BOILER_OIL_Pout	TS_HIGH_TEMP_Pin	TS_HIGH_TEMP_Pout	SEASONAL_NG_Pin	SEASONAL_NG_Pout	SEASONAL_H2_Pin	SEASONAL_H2_Pout	CO2_STORAGE_Pin	CO2_STORAGE_Pout	SLF_STO_Pin	SLF_STO_Pout	END_USE	
 1 	 1											1.207978																																																																																											-1.207978																																																0.000000	
 1 	 2											1.207978																																																																																											-1.207978																																																0.000000	
 1 	 3											1.207978																																																																																											-1.207978																																																0.000000	
 1 	 4											1.207978																																																																																											-1.207978																																																0.000000	
 1 	 5											1.207978																																																																																											-1.207978																																																0.000000	
 1 	 6											0.158059																																																																																											-0.158059																																																0.000000	
 1 	 7											0.000000																																																																																											0.000000																																																0.000000	
 1 	 8											0.000000																																																																																											0.000000																																																0.000000	
 1 	 9											0.000000																																																																																											0.000000																																																0.000000	
 1 	 10											0.000000																																																																																											0.000000																																																0.000000	
 1 	 11											0.000000																																																																																											0.000000																																																0.000000	
 1 	 12											0.000000																																																																																											0.000000																																																0.000000	
 1 	 13											0.000000																																																																																											0.000000																																																0.000000	
 1 	 14											0.000000																																																																																											0.000000																																																0.000000	
 1 	 15											0.000000																																																																																											0.000000																																																0.000000	
 1 	 16											0.000000																																																																																											0.000000																																																0.000000	
 1 	 17											0.000000																																																																																											0.000000																																																0.000000	
 1 	 18											0.000000																																																																																											0.000000																																																0.000000	
 1 	 19											0.000000																																																																																											0.000000																																																0.000000	
 1 	 20											0.000000																																																																																											0.000000																																																0.000000	
 1 	 21											0.000000																																																																																											0.000000																																																0.000000	
 1 	 22											0.000000																																																																																											0.000000																																																0.000000	
 1 	 23											0.000000																																																																																											0.000000																																																0.000000	
 1 	 24											0.000000																																																																																											0.000000																																																0.000000	
 2 	 1											1.207978																																																																																											-1.207978																																																0.000000	
 2 	 2											1.207978																																																																																											-1.207978																																																0.000000	
 2 	 3											1.207978																																																																																											-1.207978																																																0.000000	
 2 	 4											1.207978																																																																																											-1.207978																																																0.000000	
 2 	 5											1.207978																																																																																											-1.207978																																																0.000000	
 2 	 6											1.207978																																																																																											-1.207978																																																0.000000	
 2 	 7											1.207978																																																																																											-1.207978																																																0.000000	
 2 	 8											1.207978																																																																																											-1.207978																																																0.000000	
 2 	 9											1.207978																																																																																											-1.207978																																																0.000000	
 2 	 10											1.207978																																																																																											-1.207978																																																0.000000	
 2 	 11											1.207978																																																																																											-1.207978																																																0.000000	
 2 	 12											1.207978																																																																																											-1.207978																																																0.000000	
 2 	 13											1.207978																																																																																											-1.207978																																																0.000000	
 2 	 14											1.207978																																																																																											-1.207978																																																0.000000	
 2 	 15											1.207978																																																																																											-1.207978																																																0.000000	
 2 	 16											1.207978																																																																																											-1.207978																																																0.000000	
 2 	 17											1.207978																																																																																											-1.207978																																																0.000000	
 2 	 18											1.207978																																																																																											-1.207978																																																0.000000	
 2 	 19											1.207978																																																																																											-1.207978																																																0.000000	
 2 	 20											1.207978																																																																																											-1.207978																																																0.000000	
 2 	 21											1.207978																																																																																											-1.207978																																																0.000000	
 2 	 22											1.207978																																																																																											-1.207978																																																0.000000	
 2 	 23											1.207978																																																																																											-1.207978																																																0.000000	
 2 	 24											1.207978																																																																																											-1.207978																																																0.000000	
 3 	 1											1.207978																																																																																											-1.207978																																																0.000000	
 3 	 2											1.207978																																																																																											-1.207978																																																0.000000	
 3 	 3											1.207978																																																																																											-1.207978																																																0.000000	
 3 	 4											1.207978																																																																																											-1.207978																																																0.000000	
 3 	 5											1.207978																																																																																											-1.207978																																																0.000000	
 3 	 6											1.207978																																																																																											-1.207978																																																0.000000	
 3 	 7											1.207978																																																																																											-1.207978																																																0.000000	
 3 	 8											1.207978																																																																																											-1.207978																																																0.000000	
 3 	 9											1.207978																																																																																											-1.207978																																																0.000000	
 3 	 10											1.207978																																																																																											-1.207978																																																0.000000	
 3 	 11											1.207978																																																																																											-1.207978																																																0.000000	
 3 	 12											1.207978																																																																																											-1.207978																																																0.000000	
 3 	 13											1.207978																																																																																											-1.207978																																																0.000000	
 3 	 14											1.207978																																																																																											-1.207978																																																0.000000	
 3 	 15											1.207978																																																																																											-1.207978																																																0.000000	
 3 	 16											1.207978																																																																																											-1.207978																																																0.000000	
 3 	 17											1.207978																																																																																											-1.207978																																																0.000000	
 3 	 18											1.207978																																																																																											-1.207978																																																0.000000	
 3 	 19											1.207978																																																																																											-1.207978																																																0.000000	
 3 	 20											1.207978																																																																																											-1.207978																																																0.000000	
 3 	 21											1.207978																																																																																											-1.207978																																																0.000000	
 3 	 22											1.207978																																																																																											-1.207978																																																0.000000	
 3 	 23											1.207978																																																																																											-1.207978																																																0.000000	
 3 	 24											1.207978																																																																																											-1.207978																																																0.000000	
 4 	 1											1.207978																																																																																											-1.207978																																																0.000000	
 4 	 2											1.207978																																																																																											-1.207978																																																0.000000	
 4 	 3											1.207978																																																																																											-1.207978																																																0.000000	
 4 	 4											1.207978																																																																																											-1.207978																																																0.000000	
 4 	 5											1.207978																																																																																											-1.207978																																																0.000000	
 4 	 6											1.207978																																																																																											-1.207978																																																0.000000	
 4 	 7											1.207978																																																																																											-1.207978																																																0.000000	
 4 	 8											1.207978																																																																																											-1.207978																																																0.000000	
 4 	 9											1.207978																																																																																											-1.207978																																																0.000000	
 4 	 10											1.207978																																																																																											-1.207978																																																0.000000	
 4 	 11											1.207978																																																																																											-1.207978																																																0.000000	
 4 	 12											1.207978																																																																																											-1.207978																																																0.000000	
 4 	 13											1.207978																																																																																											-1.207978																																																0.000000	
 4 	 14											1.207978																																																																																											-1.207978																																																0.000000	
 4 	 15											1.207978																																																																																											-1.207978																																																0.000000	
 4 	 16											1.207978																																																																																											-1.207978																																																0.000000	
 4 	 17											1.207978																																																																																											-1.207978																																																0.000000	
 4 	 18											1.207978																																																																																											-1.207978																																																0.000000	
 4 	 19											1.207978																																																																																											-1.207978																																																0.000000	
 4 	 20											1.207978																																																																																											-1.207978																																																0.000000	
 4 	 21											1.207978																																																																																											-1.207978																																																0.000000	
 4 	 22											1.207978																																																																																											-1.207978																																																0.000000	
 4 	 23											1.207978																																																																																											-1.207978																																																0.000000	
 4 	 24											1.207978																																																																																											-1.207978																																																0.000000	
 5 	 1											1.207978																																																																																											-1.207978																																																0.000000	
 5 	 2											1.207978																																																																																											-1.207978																																																0.000000	
 5 	 3											1.207978																																																																																											-1.207978																																																0.000000	
 5 	 4											1.207978																																																																																											-1.207978																																																0.000000	
 5 	 5											1.207978																																																																																											-1.207978																																																0.000000	
 5 	 6											1.207978																																																																																											-1.207978																																																0.000000	
 5 	 7											1.207978																																																																																											-1.207978																																																0.000000	
 5 	 8											1.207978																																																																																											-1.207978																																																0.000000	
 5 	 9											1.207978																																																																																											-1.207978																																																0.000000	
 5 	 10											1.207978																																																																																											-1.207978																																																0.000000	
 5 	 11											1.207978																																																																																											-1.207978																																																0.000000	
 5 	 12											1.207978																																																																																											-1.207978																																																0.000000	
 5 	 13											1.207978																																																																																											-1.207978																																																0.000000	
 5 	 14											1.207978																																																																																											-1.207978																																																0.000000	
 5 	 15											1.207978																																																																																											-1.207978																																																0.000000	
 5 	 16											1.207978																																																																																											-1.207978																																																0.000000	
 5 	 17											1.207978																																																																																											-1.207978																																																0.000000	
 5 	 18											1.207978																																																																																											-1.207978																																																0.000000	
 5 	 19											1.207978																																																																																											-1.207978																																																0.000000	
 5 	 20											1.207978																																																																																											-1.207978																																																0.000000	
 5 	 21											1.207978																																																																																											-1.207978																																																0.000000	
 5 	 22											1.207978																																																																																											-1.207978																																																0.000000	
 5 	 23											1.207978																																																																																											-1.207978																																																0.000000	
 5 	 24											1.207978																																																																																											-1.207978																																																0.000000	
 6 	 1											1.207978																																																																																											-1.207978																																																0.000000	
 6 	 2											1.207978																																																																																											-1.207978																																																0.000000	
 6 	 3											1.207978																																																																																											-1.207978																																																0.000000	
 6 	 4											1.207978																																																																																											-1.207978																																																0.000000	
 6 	 5											0.000000																																																																																											0.000000																																																0.000000	
 6 	 6											1.207978																																																																																											-1.207978																																																0.000000	
 6 	 7											0.000000																																																																																											0.000000																																																0.000000	
 6 	 8											0.000000																																																																																											0.000000																																																0.000000	
 6 	 9											0.000000																																																																																											0.000000																																																0.000000	
 6 	 10											0.000000																																																																																											0.000000																																																0.000000	
 6 	 11											0.000000																																																																																											0.000000																																																0.000000	
 6 	 12											0.000000																																																																																											0.000000																																																0.000000	
 6 	 13											0.000000																																																																																											0.000000																																																0.000000	
 6 	 14											0.000000																																																																																											0.000000																																																0.000000	
 6 	 15											0.000000																																																																																											0.000000																																																0.000000	
 6 	 16											0.000000																																																																																											0.000000																																																0.000000	
 6 	 17											0.000000																																																																																											0.000000																																																0.000000	
 6 	 18											0.000000																																																																																											0.000000																																																0.000000	
 6 	 19											0.000000																																																																																											0.000000																																																0.000000	
 6 	 20											0.000000																																																																																											0.000000																																																0.000000	
 6 	 21											0.000000																																																																																											0.000000																																																0.000000	
 6 	 22											0.000000																																																																																											0.000000																																																0.000000	
 6 	 23											0.000000																																																																																											0.000000																																																0.000000	
 6 	 24											0.000000																																																																																											0.000000																																																0.000000	
 7 	 1											1.207978																																																																																											-1.207978																																																0.000000	
 7 	 2											1.207978																																																																																											-1.207978																																																0.000000	
 7 	 3											1.207978																																																																																											-1.207978																																																0.000000	
 7 	 4											1.207978																																																																																											-1.207978																																																0.000000	
 7 	 5											1.207978																																																																																											-1.207978																																																0.000000	
 7 	 6											1.207978																																																																																											-1.207978																																																0.000000	
 7 	 7											1.207978																																																																																											-1.207978																																																0.000000	
 7 	 8											1.207978																																																																																											-1.207978																																																0.000000	
 7 	 9											1.207978																																																																																											-1.207978																																																0.000000	
 7 	 10											1.207978																																																																																											-1.207978																																																0.000000	
 7 	 11											1.207978																																																																																											-1.207978																																																0.000000	
 7 	 12											1.207978																																																																																											-1.207978																																																0.000000	
 7 	 13											1.207978																																																																																											-1.207978																																																0.000000	
 7 	 14											1.207978																																																																																											-1.207978																																																0.000000	
 7 	 15											1.207978																																																																																											-1.207978																																																0.000000	
 7 	 16											1.207978																																																																																											-1.207978																																																0.000000	
